NOMBRE,NACIMIENTO,LUGAR_NACIMIENTO,ALTURA,PESO,POSICION,EQUIPO,MIN_JUGADOS,PART_JUGADOS,%_PART_JUGADOS,PART_COMPLETOS,%_PART_COMPL,PART_TITULAR,%_PART_TITU,PART_SUSTITUIDO,%PART_SUSTI,AMARILLA,ROJA,SEGUNDAMARILLA,GOLES,PENALRECIBIDO,GOLPROPIAPUERTA,GOL_ENCONTRA,URL,BLOQUEOS,INTERVENCIONES,RECUPERACIONES,DESPEJES,ENTRADAS,ENTRADASFALLIDOS,TUATU,DUELOEXITO,DUELOFALLIDO,DUEROAEREOEXITO,DUELOAEREOFALLIDO,TIROS,TIROSAPUERTA,ASISTENCIA,REGATES,REGATESFALLIDOS,GOLESDENTROAREA,GOLESFUERAAREA,GOLESIZDA,GOLESDCHA,GOLESPENAL,GOLCABEZA,GOLBALONPARADO,FUERAJUEGO,FALTARECIBIDA,FALTACOMETIDA,PENALCONTRA,MANOS,FALTAXTARJETA,CORNETS_LANZADOS,DUELOS,DUELOS_CUERPO_CUERPO,DUELOSAEREOS,PASES,PASES_CORTOS,PASES_LARGOS,PASES_HUECO,GOLESXTIRO,GOLESXFUERAAREA,GOLESDONTROAREA,GOLPARADO
Šime Vrsaljko,10-01-1992,Rijeka,181 cm,76 kg,Defensa,Atlético de Madrid,363,5,13.16,2,40.0,4,10.53,2,5.26,3,0,0,0,0,0,3,https://www.laliga.com/jugador/vrsaljko,3,8,14,10,5,1,0,22,12,13,6,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0,0,3,7,0,1,2.33,0,34,15,19,127,84,4,1,0.0,0.0,0.0,0.0
Sofian Chakla,02-09-1993,Kenitra,186 cm,77 kg,Defensa,Villarreal CF,180,2,5.26,2,100.0,2,5.26,0,0.0,1,0,0,0,0,0,2,https://www.laliga.com/jugador/sofian-r,1,3,8,7,0,0,0,3,5,2,1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,1,3,1,0,3.0,0,8,5,3,91,69,6,0,0.0,0.0,0.0,0.0
Stefan Savić,08-01-1991,Mojkovac,187 cm,81 kg,Defensa,Atlético de Madrid,1980,22,57.89,22,100.0,22,57.89,0,0.0,6,0,0,0,0,1,15,https://www.laliga.com/jugador/savic,9,24,97,89,17,5,0,96,58,65,38,3,2,0,2,1,0,0,0.0,0.0,0,0.0,0,0,10,15,0,0,2.5,0,154,51,103,1070,797,74,0,0.0,0.0,0.0,0.0
Takashi Inui,02-06-1988,Omihachiman,169 cm,59 kg,Delantero,SD Eibar,1965,29,76.32,13,44.83,23,60.53,10,26.32,2,0,0,2,1,0,31,https://www.laliga.com/jugador/inui,4,18,107,10,10,10,0,80,131,14,30,28,12,3,22,22,2,0,0.04,0.04,0,0.0,0,4,26,31,0,9,15.5,1,211,167,44,521,396,11,2,0.07,0.0,0.07,0.0
Takefusa Kubo,04-06-2001,Kawasaki,173 cm,67 kg,Centrocampista,Real Madrid,2309,35,92.11,14,40.0,23,60.53,9,23.68,4,0,0,4,2,0,49,https://www.laliga.com/jugador/take,1,23,114,7,22,12,0,173,193,12,27,38,25,4,64,61,2,2,0.05,0.05,0,0.0,0,4,64,35,0,3,8.75,25,366,327,39,679,503,8,2,0.11,0.05,0.05,0.0
Thibaut Courtois,11-05-1992,Bree,199 cm,96 kg,Portero,Real Madrid,3060,34,89.47,34,100.0,34,89.47,0,0.0,1,0,0,0,0,0,20,https://www.laliga.com/jugador/courtois,0,2,268,21,0,0,0,9,2,5,0,1,1,0,0,0,0,0,0.0,0.0,0,0.0,0,0,4,0,0,0,0.0,0,11,6,5,882,563,99,0,0.0,0.0,0.0,0.0
Thierry Rendall Correia,09-03-1999,Amadora,176 cm,69 kg,Defensa,Valencia CF,259,4,10.53,2,50.0,3,7.89,1,2.63,0,0,0,0,0,0,6,https://www.laliga.com/jugador/thierry-r,0,2,15,9,3,5,0,22,12,4,5,0,0,0,2,1,0,0,0.0,0.0,0,0.0,0,0,8,3,0,0,0.0,0,34,25,9,103,70,8,2,0.0,0.0,0.0,0.0
Thomas Lemar,12-11-1995,Baie-Mahault,171 cm,63 kg,Centrocampista,Atlético de Madrid,920,22,57.89,1,4.55,10,26.32,9,23.68,2,0,0,0,0,0,8,https://www.laliga.com/jugador/lemar,1,6,58,3,9,4,0,51,55,7,11,4,3,0,20,11,0,0,0.0,0.0,0,0.0,0,0,11,7,0,0,3.5,19,106,88,18,362,286,13,0,0.0,0.0,0.0,0.0
Thomas Teye Partey,13-06-1993,Odumase Krobo,185 cm,77 kg,Centrocampista,Atlético de Madrid,2552,35,92.11,21,60.0,29,76.32,8,21.05,13,0,0,3,0,0,18,https://www.laliga.com/jugador/thomas,8,48,223,41,40,29,0,224,127,67,28,20,8,0,57,7,2,1,0.0,0.15,0,0.0,0,0,32,48,1,3,3.69,16,351,256,95,1637,1264,101,6,0.15,0.05,0.1,0.0
Tomás Pina Isla,14-10-1987,Villarta de San Juan,184 cm,78 kg,Centrocampista,Deportivo Alavés,1350,20,52.63,8,40.0,17,44.74,9,23.68,5,1,1,1,1,0,13,https://www.laliga.com/jugador/t-pina,5,16,92,31,22,15,0,110,91,44,32,1,1,0,10,1,1,0,0.0,1.0,0,0.0,0,0,19,44,0,5,8.8,0,201,125,76,526,406,15,0,1.0,0.0,1.0,0.0
Tomáš Vaclík,29-03-1989,Ostrava,188 cm,85 kg,Portero,Sevilla FC,2924,33,86.84,32,96.97,33,86.84,1,2.63,0,0,0,0,0,0,31,https://www.laliga.com/jugador/vaclik,0,0,246,21,0,0,0,8,2,7,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,3,0,0,0,0.0,0,10,2,8,771,348,165,0,0.0,0.0,0.0,0.0
Toni Kroos,04-01-1990,Greifswald,183 cm,76 kg,Centrocampista,Real Madrid,2655,35,92.11,22,62.86,31,81.58,9,23.68,2,0,0,4,0,0,17,https://www.laliga.com/jugador/kroos,0,23,173,13,28,28,0,141,109,12,12,44,20,5,30,5,3,1,0.02,0.07,0,0.0,0,2,43,28,0,0,14.0,140,250,226,24,2336,1941,243,4,0.09,0.02,0.07,0.0
Unai Bustinza,02-02-1992,Bilbao,175 cm,74 kg,Defensa,CD Leganés,2690,33,86.84,22,66.67,31,81.58,9,23.68,8,0,0,0,0,0,41,https://www.laliga.com/jugador/bustinza-m,9,65,124,75,40,26,0,209,142,86,67,6,3,1,8,9,0,0,0.0,0.0,0,0.0,0,3,56,49,1,3,6.13,0,351,198,153,1146,706,86,1,0.0,0.0,0.0,0.0
Unai García,03-02-1992,Esquiroz,186 cm,81 kg,Defensa,C.A. Osasuna,536,8,21.05,5,62.5,6,15.79,1,2.63,0,0,0,1,0,0,11,https://www.laliga.com/jugador/unai-garcia,9,8,31,28,6,3,0,37,26,22,17,2,1,0,3,1,1,0,0.0,0.0,0,0.5,0,0,3,4,0,0,0.0,0,63,24,39,193,118,21,0,0.5,0.0,0.5,0.0
Unai López,30-10-1995,Rentería,170 cm,68 kg,Centrocampista,Athletic Club,1804,26,68.42,6,23.08,24,63.16,18,47.37,6,0,0,1,0,0,19,https://www.laliga.com/jugador/unai-lopez,2,18,144,10,22,8,0,82,117,22,24,20,9,4,13,6,0,1,0.0,0.05,0,0.0,1,1,17,37,0,2,6.17,56,199,153,46,1114,872,100,0,0.05,0.05,0.0,0.05
Unai Núñez Gestoso,30-01-1997,Portugalete,186 cm,80 kg,Defensa,Athletic Club,1569,20,52.63,16,80.0,16,42.11,0,0.0,7,0,0,0,0,1,22,https://www.laliga.com/jugador/nunez-2,17,23,95,70,10,3,0,78,68,50,41,7,3,0,7,2,0,0,0.0,0.0,0,0.0,0,0,10,17,0,2,2.43,0,146,55,91,723,517,79,0,0.0,0.0,0.0,0.0
Unai Simón Mendibil,11-06-1997,Vitoria,190 cm,88 kg,Portero,Athletic Club,2992,34,89.47,34,100.0,34,89.47,0,0.0,2,1,0,0,0,0,29,https://www.laliga.com/jugador/unai-simon,0,1,269,17,0,0,0,11,4,9,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0,0,2,2,0,0,1.0,0,15,6,9,961,192,338,0,0.0,0.0,0.0,0.0
Unai Vencedor Paris,15-11-2000,Bilbao,176 cm,71 kg,Centrocampista,Athletic Club,74,1,2.63,0,0.0,1,2.63,1,2.63,1,0,0,0,0,0,1,https://www.laliga.com/jugador/vencedor,0,0,5,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,0.0,3,3,1,2,36,27,4,0,0.0,0.0,0.0,0.0
Vicente Esquerdo,02-01-1999,Calp,182 cm,75 kg,Centrocampista,Valencia CF,12,3,7.89,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/esquerdo,0,0,1,1,0,1,0,2,3,1,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,5,4,1,12,8,0,0,0.0,0.0,0.0,0.0
Vicente Iborra de la,16-01-1988,Valencia,190 cm,80 kg,Centrocampista,Villarreal CF,2659,34,89.47,19,55.88,33,86.84,14,36.84,10,1,0,1,0,0,39,https://www.laliga.com/jugador/iborra,16,40,170,63,42,19,0,206,166,96,60,17,4,2,8,5,1,0,0.0,0.0,0,0.06,0,1,46,57,1,1,5.7,0,372,216,156,1433,1112,115,1,0.06,0.0,0.06,0.0
Victor Camarasa Ferrando,28-05-1994,Meliana,183 cm,76 kg,Centrocampista,Real Betis,1298,17,44.74,6,35.29,15,39.47,9,23.68,1,0,0,0,0,0,20,https://www.laliga.com/jugador/camarasa,3,15,78,12,10,8,0,56,65,10,16,7,2,1,13,17,0,0,0.0,0.0,0,0.0,0,2,15,14,0,0,14.0,11,121,95,26,514,389,29,3,0.0,0.0,0.0,0.0
Víctor Campuzano Bonilla,31-05-1997,Barcelona,174 cm,72 kg,Delantero,RCD Espanyol de Barcelona,868,20,52.63,2,10.0,9,23.68,7,18.42,2,0,0,0,0,0,21,https://www.laliga.com/jugador/campuzano,0,2,28,4,9,3,0,52,105,15,39,10,6,0,9,10,0,0,0.0,0.0,0,0.0,0,14,17,24,0,1,12.0,0,157,103,54,141,90,3,0,0.0,0.0,0.0,0.0
Víctor David Díaz Miguel,12-06-1988,Sevilla,184 cm,71 kg,Defensa,Granada CF,2885,36,94.74,27,75.0,33,86.84,6,15.79,4,0,0,1,0,0,43,https://www.laliga.com/jugador/victor-diaz,23,48,141,86,43,31,0,164,109,67,44,11,1,5,11,14,0,1,0.0,0.09,0,0.0,0,1,12,20,0,0,5.0,9,273,162,111,1115,638,110,0,0.09,0.09,0.0,0.0
Víctor García,01-01-1997,Valencia,- cm,- kg,Centrocampista,Real Valladolid CF,88,2,5.26,0,0.0,1,2.63,1,2.63,0,0,0,1,0,0,2,https://www.laliga.com/jugador/victor-garcia-2,0,0,7,0,0,0,0,4,4,1,2,2,1,0,3,1,1,0,0.0,0.5,0,0.0,0,0,0,0,0,0,0.0,0,8,5,3,34,20,2,0,0.5,0.0,0.5,0.0
Víctor Gómez,01-04-2000,Olesa de Montserrat,166 cm,69 kg,Defensa,RCD Espanyol de Barcelona,1268,18,47.37,12,66.67,14,36.84,2,5.26,2,0,0,0,0,1,25,https://www.laliga.com/jugador/victor-g,0,21,84,24,5,8,0,54,68,14,24,3,0,0,6,8,0,0,0.0,0.0,0,0.0,0,0,22,20,2,3,10.0,1,122,84,38,495,327,23,0,0.0,0.0,0.0,0.0
Víctor Laguardia Cisneros,05-11-1989,Zaragoza,185 cm,80 kg,Defensa,Deportivo Alavés,2654,31,81.58,28,90.32,31,81.58,3,7.89,9,1,0,1,0,0,44,https://www.laliga.com/jugador/laguardia,18,37,134,123,15,6,0,96,92,66,42,7,2,2,4,2,1,0,0.0,0.14,0,0.0,0,2,7,36,0,1,4.0,0,188,80,108,1061,638,130,0,0.14,0.0,0.14,0.0
Víctor Machín Pérez,02-11-1989,Las Palmas de Gran Canaria,185 cm,80 kg,Delantero,Atlético de Madrid,1219,28,73.68,2,7.14,11,28.95,9,23.68,3,0,0,3,0,0,10,https://www.laliga.com/jugador/vitolo,0,10,73,5,12,3,0,107,107,17,34,14,10,2,33,21,3,0,0.07,0.07,0,0.07,0,8,43,26,0,7,8.67,0,214,163,51,513,409,11,6,0.21,0.0,0.21,0.0
Vinicius Júnior,12-07-2000,São Gonçalo,176 cm,73 kg,Delantero,Real Madrid,1354,29,76.32,5,17.24,12,31.58,7,18.42,4,0,0,3,1,0,15,https://www.laliga.com/jugador/vinicius-jr,0,3,66,0,16,10,0,104,113,4,4,29,17,1,48,54,2,1,0.0,0.1,0,0.0,0,9,26,19,0,1,4.75,0,217,209,8,502,398,7,1,0.1,0.03,0.07,0.0
Waldo Rubio Marín,17-08-1995,Badajoz,181 cm,80 kg,Centrocampista,Real Valladolid CF,873,21,55.26,2,9.52,9,23.68,7,18.42,6,0,0,0,0,0,14,https://www.laliga.com/jugador/waldo,0,7,59,7,8,5,0,40,84,4,8,12,4,2,18,20,0,0,0.0,0.0,0,0.0,0,4,5,19,0,0,3.17,0,124,112,12,274,160,18,3,0.0,0.0,0.0,0.0
Wilfrid Jaures Kaptoum,07-07-1996,Douala,174 cm,72 kg,Centrocampista,UD Almería,191,5,13.16,1,20.0,2,5.26,1,2.63,1,0,0,0,0,0,5,https://www.laliga.com/jugador/kaptoum,1,1,12,3,2,3,0,11,11,1,4,1,0,0,2,0,0,0,0.0,0.0,0,0.0,0,0,3,1,0,0,1.0,1,22,17,5,70,54,2,1,0.0,0.0,0.0,0.0
William Silva de Carvalho,07-04-1992,Luanda,187 cm,79 kg,Centrocampista,Real Betis,894,13,34.21,8,61.54,11,28.95,3,7.89,6,1,0,0,0,0,24,https://www.laliga.com/jugador/william-2,5,4,59,8,4,3,0,54,48,19,9,6,2,0,20,5,0,0,0.0,0.0,0,0.0,0,0,8,17,0,0,2.83,0,102,74,28,628,517,36,0,0.0,0.0,0.0,0.0
Willian José da,23-11-1991,Porto Calvo,189 cm,93 kg,Delantero,Real Sociedad,2017,37,97.37,5,13.51,24,63.16,19,50.0,4,0,0,11,0,0,26,https://www.laliga.com/jugador/willian-j,4,1,54,14,2,3,0,78,96,42,34,42,19,1,7,7,11,0,0.02,0.19,0,0.05,0,15,25,27,0,3,6.75,0,174,98,76,557,376,26,4,0.26,0.0,0.26,0.0
Wu Lei,19-11-1991,Nanjiang,174 cm,66 kg,Delantero,RCD Espanyol de Barcelona,1722,33,86.84,4,12.12,21,55.26,17,44.74,3,0,0,4,0,0,27,https://www.laliga.com/jugador/wu-lei,1,15,55,14,7,6,0,76,119,34,48,36,15,0,15,12,4,0,0.0,0.11,0,0.0,0,15,18,16,0,6,5.33,0,195,113,82,282,189,6,0,0.11,0.0,0.11,0.0
Xabier Etxeita Gorritxategi,31-10-1987,Amorebieta-Etxano,186 cm,78 kg,Defensa,Getafe CF,1446,17,44.74,15,88.24,16,42.11,1,2.63,6,1,0,0,0,0,14,https://www.laliga.com/jugador/x-etxeita,5,17,58,68,11,9,0,82,65,51,39,4,2,0,0,1,0,0,0.0,0.0,0,0.0,0,0,12,16,0,0,2.67,0,147,57,90,438,182,55,0,0.0,0.0,0.0,0.0
Yangel Clemente Herrera Ravelo,07-01-1998,La Guaira,184 cm,78 kg,Centrocampista,Granada CF,2374,30,78.95,18,60.0,28,73.68,10,26.32,14,0,0,2,0,0,28,https://www.laliga.com/jugador/yangel-herrera,9,34,180,25,49,39,0,240,237,80,64,25,4,3,18,16,1,1,0.0,0.08,0,0.0,0,4,56,90,0,2,6.43,0,477,333,144,916,644,45,3,0.08,0.04,0.04,0.0
Yannick Ferreira Carrasco,04-09-1993,Ixelles,180 cm,71 kg,Centrocampista,Atlético de Madrid,628,15,39.47,0,0.0,6,15.79,6,15.79,2,0,0,1,2,0,6,https://www.laliga.com/jugador/carrasco-1,0,5,43,2,7,4,0,42,68,3,5,10,6,2,16,14,1,0,0.0,0.1,0,0.0,0,2,13,8,0,1,4.0,18,110,102,8,197,151,8,0,0.1,0.0,0.1,0.0
Yannis Salibur,24-01-1991,Saint-Denis,177 cm,76 kg,Delantero,RCD Mallorca,78,4,10.53,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3,https://www.laliga.com/jugador/salibur,0,1,2,1,0,0,0,9,10,2,0,1,0,0,3,1,0,0,0.0,0.0,0,0.0,0,0,4,3,0,0,0.0,0,19,17,2,38,32,0,0,0.0,0.0,0.0,0.0
Yassine Bounou,05-04-1991,Montreal,192 cm,78 kg,Portero,Sevilla FC,495,6,15.79,5,83.33,5,13.16,0,0.0,1,0,0,0,0,0,3,https://www.laliga.com/jugador/bono,0,0,46,6,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,0.0,0,3,0,3,144,58,41,0,0.0,0.0,0.0,0.0
Yeray Álvarez López,24-01-1995,Barakaldo,182 cm,78 kg,Defensa,Athletic Club,2811,32,84.21,31,96.88,32,84.21,1,2.63,2,0,0,0,0,0,27,https://www.laliga.com/jugador/yeray-2,22,62,167,133,19,17,0,186,108,110,70,10,2,0,14,3,0,0,0.0,0.0,0,0.0,0,1,32,18,1,0,9.0,0,294,114,180,1468,1034,116,1,0.0,0.0,0.0,0.0
Yoel Rodríguez Oterino,28-08-1988,Pontevedra,186 cm,78 kg,Portero,SD Eibar,270,3,7.89,3,100.0,3,7.89,0,0.0,1,0,0,0,0,0,5,https://www.laliga.com/jugador/yoel,0,1,27,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,1,1,0,1.0,0,2,1,1,86,6,33,0,0.0,0.0,0.0,0.0
Youssef En-Nesyri,01-06-1997,Fez,189 cm,73 kg,Delantero,Sevilla FC,2173,36,94.74,15,41.67,22,57.89,7,18.42,3,0,0,8,1,0,36,https://www.laliga.com/jugador/y-en-nesyri,5,10,54,28,12,3,0,170,252,109,146,52,25,2,21,27,7,1,0.13,0.0,0,0.02,0,29,30,37,0,4,12.33,0,422,167,255,401,231,8,0,0.15,0.02,0.13,0.0
Yuri Berchiche Izeta,10-02-1990,Zarautz,181 cm,79 kg,Defensa,Athletic Club,2851,33,86.84,29,87.88,32,84.21,3,7.89,7,0,0,2,0,0,29,https://www.laliga.com/jugador/yuri-b,4,30,211,53,35,13,0,194,122,54,26,22,9,1,43,27,1,1,0.09,0.0,0,0.0,0,2,49,32,2,2,4.57,3,316,236,80,1283,963,86,1,0.09,0.05,0.05,0.0
