NOMBRE,NACIMIENTO,LUGAR_NACIMIENTO,ALTURA,PESO,POSICION,EQUIPO,MIN_JUGADOS,PART_JUGADOS,%_PART_JUGADOS,PART_COMPLETOS,%_PART_COMPL,PART_TITULAR,%_PART_TITU,PART_SUSTITUIDO,%PART_SUSTI,AMARILLA,ROJA,SEGUNDAMARILLA,GOLES,PENALRECIBIDO,GOLPROPIAPUERTA,GOL_ENCONTRA,URL,BLOQUEOS,INTERVENCIONES,RECUPERACIONES,DESPEJES,ENTRADAS,ENTRADASFALLIDOS,TUATU,DUELOEXITO,DUELOFALLIDO,DUEROAEREOEXITO,DUELOAEREOFALLIDO,TIROS,TIROSAPUERTA,ASISTENCIA,REGATES,REGATESFALLIDOS,GOLESDENTROAREA,GOLESFUERAAREA,GOLESIZDA,GOLESDCHA,GOLESPENAL,GOLCABEZA,GOLBALONPARADO,FUERAJUEGO,FALTARECIBIDA,FALTACOMETIDA,PENALCONTRA,MANOS,FALTAXTARJETA,CORNETS_LANZADOS,DUELOS,DUELOS_CUERPO_CUERPO,DUELOSAEREOS,PASES,PASES_CORTOS,PASES_LARGOS,PASES_HUECO,GOLESXTIRO,GOLESXFUERAAREA,GOLESDONTROAREA,GOLPARADO
Fernando Francisco Reges,25-07-1987,Brasília,183 cm,76 kg,Centrocampista,Sevilla FC,2656,34,89.47,27,79.41,30,78.95,3,7.89,13,0,0,2,0,0,28,https://www.laliga.com/jugador/fernando-2,15,67,187,68,33,29,0,172,136,76,62,12,5,3,12,6,2,0,0.0,0.0,0,0.17,0,2,22,39,0,0,3.0,0,308,170,138,1565,1263,108,1,0.17,0.0,0.17,0.0
Fernando Niño,24-10-2000,Rota,- cm,- kg,Delantero,Villarreal CF,80,5,13.16,0,0.0,1,2.63,1,2.63,1,0,0,1,0,0,1,https://www.laliga.com/jugador/fer-nino,0,0,4,2,0,1,0,3,11,2,5,1,1,0,0,0,1,0,0.0,1.0,0,0.0,0,0,0,7,0,1,7.0,0,14,7,7,20,14,0,0,1.0,0.0,1.0,0.0
Fernando Pacheco Flores,18-05-1992,Badajoz,186 cm,81 kg,Portero,Deportivo Alavés,2359,27,71.05,27,100.0,27,71.05,0,0.0,0,1,0,0,0,0,37,https://www.laliga.com/jugador/pacheco-2,0,0,224,18,0,1,1,5,2,4,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,1,0,1,0.0,0,7,3,4,723,101,286,0,0.0,0.0,0.0,0.0
Fran Mérida,04-03-1990,Barcelona,177 cm,74 kg,Centrocampista,C.A. Osasuna,1158,23,60.53,3,13.04,12,31.58,9,23.68,7,1,1,0,0,0,23,https://www.laliga.com/jugador/fran-merida,4,25,105,9,15,12,0,75,65,8,7,9,2,1,23,8,0,0,0.0,0.0,0,0.0,0,0,17,17,0,0,2.43,3,140,125,15,758,486,92,3,0.0,0.0,0.0,0.0
Francis Coquelin,13-05-1991,Laval,176 cm,74 kg,Centrocampista,Valencia CF,1906,26,68.42,14,53.85,21,55.26,7,18.42,6,1,1,0,1,0,28,https://www.laliga.com/jugador/coquelin,8,38,149,25,20,17,0,109,100,24,13,7,1,0,20,9,0,0,0.0,0.0,0,0.0,0,2,28,34,2,2,5.67,0,209,172,37,995,820,73,0,0.0,0.0,0.0,0.0
Francisco Alcácer Garcia,30-08-1993,Torrent,175 cm,72 kg,Delantero,Villarreal CF,930,13,34.21,3,23.08,11,28.95,8,21.05,1,0,0,4,1,0,13,https://www.laliga.com/jugador/paco-alcacer,1,2,25,9,3,0,0,23,44,7,23,22,7,1,3,4,3,1,0.05,0.14,0,0.0,0,13,11,4,0,0,4.0,1,67,37,30,225,174,4,2,0.18,0.05,0.14,0.0
Francisco Barbosa Vieites,07-05-1999,Pontecesures,196 cm,88 kg,Portero,RC Celta,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/barbosa-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Francisco Beltrán,03-02-1999,Madrid,170 cm,66 kg,Centrocampista,RC Celta,1832,28,73.68,12,42.86,22,57.89,10,26.32,2,1,0,1,0,0,22,https://www.laliga.com/jugador/f-beltran,1,13,114,15,18,12,0,69,98,8,30,11,4,0,20,11,1,0,0.0,0.09,0,0.0,0,1,11,12,1,2,6.0,10,167,129,38,852,720,37,0,0.09,0.0,0.09,0.0
Francisco Gámez López,27-07-1991,Puerto de Sagunto,174 cm,71 kg,Defensa,RCD Mallorca,1766,23,60.53,16,69.57,18,47.37,2,5.26,5,0,0,0,0,0,34,https://www.laliga.com/jugador/fran-gamez,11,29,117,33,42,22,1,100,99,11,21,8,2,1,17,6,0,0,0.0,0.0,0,0.0,0,2,8,25,1,5,5.0,1,199,167,32,626,433,38,0,0.0,0.0,0.0,0.0
Francisco José Olivas Alba,21-08-1988,Antequera,184 cm,76 kg,Defensa,Real Valladolid CF,2942,35,92.11,32,91.43,33,86.84,1,2.63,2,0,0,2,0,0,40,https://www.laliga.com/jugador/kiko-olivas,16,61,193,109,16,17,0,117,91,49,48,8,4,0,9,3,2,0,0.0,0.13,0,0.13,0,4,29,14,1,2,7.0,0,208,111,97,1272,1024,81,1,0.25,0.0,0.25,0.0
Francisco Portillo Soler,13-06-1990,Málaga,169 cm,60 kg,Delantero,Getafe CF,364,16,42.11,1,6.25,3,7.89,2,5.26,3,0,0,0,0,0,4,https://www.laliga.com/jugador/portillo-1,0,2,29,3,7,5,0,26,32,2,8,2,1,2,9,3,0,0,0.0,0.0,0,0.0,0,1,3,10,1,2,3.33,1,58,48,10,159,112,4,3,0.0,0.0,0.0,0.0
Francisco Román Alarcón Suárez,21-04-1992,Benalmádena,176 cm,79 kg,Centrocampista,Real Madrid,1186,23,60.53,1,4.35,15,39.47,14,36.84,2,0,0,1,0,0,8,https://www.laliga.com/jugador/isco,0,7,64,2,9,4,0,82,72,7,17,18,14,2,33,12,1,0,0.0,0.06,0,0.0,0,7,30,15,0,2,7.5,9,154,130,24,810,684,29,6,0.06,0.0,0.06,0.0
Franco Vázquez,22-02-1989,Córdoba,187 cm,82 kg,Centrocampista,Sevilla FC,1085,31,81.58,3,9.68,11,28.95,8,21.05,5,0,0,3,0,0,14,https://www.laliga.com/jugador/vazquez-1,0,10,88,8,17,8,0,115,120,36,33,10,7,0,18,8,3,0,0.1,0.0,0,0.2,0,6,39,32,0,0,6.4,3,235,166,69,617,513,24,0,0.3,0.0,0.3,0.0
Frenkie de Jong,12-05-1997,Arkel,180 cm,74 kg,Centrocampista,FC Barcelona,2121,29,76.32,15,51.72,24,63.16,9,23.68,1,1,1,2,0,0,26,https://www.laliga.com/jugador/de-jong,7,21,139,9,19,7,0,117,96,14,22,4,4,2,46,11,2,0,0.0,0.5,0,0.0,0,1,31,23,0,1,23.0,1,213,177,36,1636,1442,60,6,0.5,0.0,0.5,0.0
Gabriel Armando De Abreu,26-11-1990,São Paulo,185 cm,72 kg,Defensa,Valencia CF,2802,33,86.84,28,84.85,31,81.58,3,7.89,5,0,0,1,0,0,45,https://www.laliga.com/jugador/gabriel-paulista,29,48,158,148,13,8,1,133,81,82,55,7,2,1,7,0,1,0,0.0,0.0,0,0.14,0,0,25,16,0,0,3.2,0,214,77,137,1756,1425,122,0,0.14,0.0,0.14,0.0
Gabriel Fernández,13-05-1994,Montevideo,186 cm,80 kg,Delantero,RC Celta,554,20,52.63,1,5.0,5,13.16,4,10.53,3,1,1,1,0,0,10,https://www.laliga.com/jugador/g-fernandez,1,2,14,2,0,1,0,38,68,22,33,7,3,1,7,5,1,0,0.14,0.0,0,0.0,0,7,8,17,0,1,5.67,0,106,51,55,103,65,3,0,0.14,0.0,0.14,0.0
Gaizka Larrazabal,17-12-1997,Bilbao,180 cm,81 kg,Delantero,Athletic Club,244,10,26.32,0,0.0,2,5.26,2,5.26,0,0,0,0,1,0,3,https://www.laliga.com/jugador/larra,0,0,10,0,2,0,0,13,21,6,8,1,1,0,2,5,0,0,0.0,0.0,0,0.0,0,1,3,6,0,1,0.0,6,34,20,14,62,39,1,0,0.0,0.0,0.0,0.0
Gareth Frank Bale,16-07-1989,Cardiff,185 cm,81 kg,Delantero,Real Madrid,1091,16,42.11,6,37.5,12,31.58,6,15.79,2,1,1,2,0,0,9,https://www.laliga.com/jugador/bale,2,6,36,6,5,4,0,65,61,29,15,29,12,2,18,12,2,0,0.07,0.0,0,0.0,0,5,10,16,0,1,8.0,0,126,82,44,436,322,23,0,0.07,0.0,0.07,0.0
Geoffrey Kondogbia,15-02-1993,Nemours,188 cm,80 kg,Centrocampista,Valencia CF,1806,27,71.05,15,55.56,21,55.26,6,15.79,6,0,0,1,0,1,30,https://www.laliga.com/jugador/kondogbia,6,57,158,33,40,23,0,155,125,40,44,16,4,1,21,8,1,0,0.0,0.06,0,0.0,0,3,31,35,2,6,5.83,0,280,196,84,1110,842,92,3,0.06,0.0,0.06,0.0
Gerard Moreno Balagueró,07-04-1992,Barcelona,180 cm,77 kg,Delantero,Villarreal CF,2752,35,92.11,20,57.14,33,86.84,13,34.21,5,0,0,18,2,0,38,https://www.laliga.com/jugador/gerard,3,10,98,48,8,11,0,182,240,56,87,71,35,5,60,35,18,0,0.18,0.06,1,0.01,0,16,50,36,0,5,7.2,1,422,279,143,963,652,65,9,0.25,0.0,0.25,0.0
Gerard Piqué Bernabéu,02-02-1987,Barcelona,194 cm,85 kg,Defensa,FC Barcelona,3096,35,92.11,31,88.57,35,92.11,4,10.53,15,0,0,1,0,0,36,https://www.laliga.com/jugador/pique,24,36,220,150,23,9,1,184,97,129,53,14,7,0,6,2,1,0,0.07,0.0,0,0.0,0,0,19,32,2,3,2.13,0,281,99,182,2681,2309,151,1,0.07,0.0,0.07,0.0
Germán Sánchez Barahona,12-12-1986,San Fernando,187 cm,82 kg,Defensa,Granada CF,2295,28,73.68,23,82.14,26,68.42,3,7.89,10,1,1,2,0,0,30,https://www.laliga.com/jugador/german-1,23,33,105,112,10,6,0,121,104,87,66,9,4,0,1,0,2,0,0.0,0.0,0,0.22,0,0,22,30,0,0,3.0,0,225,72,153,948,653,89,0,0.22,0.0,0.22,0.0
Gonçalo Manuel Ganchinho Guedes,29-11-1996,Benavente,179 cm,68 kg,Centrocampista,Valencia CF,1268,21,55.26,7,33.33,14,36.84,7,18.42,3,0,0,2,0,0,22,https://www.laliga.com/jugador/guedes,1,7,62,0,11,8,0,105,103,3,18,17,9,2,40,25,1,1,0.0,0.12,0,0.0,0,6,43,16,0,0,5.33,2,208,187,21,438,335,14,2,0.12,0.06,0.06,0.0
Gonzalo Escalante,27-03-1993,Bella Vista,182 cm,76 kg,Centrocampista,SD Eibar,1671,23,60.53,15,65.22,18,47.37,3,7.89,7,1,1,0,2,0,31,https://www.laliga.com/jugador/escalante,4,30,105,14,22,19,0,144,127,62,64,19,5,1,16,6,0,0,0.0,0.0,0,0.0,0,2,30,31,1,2,4.43,1,271,145,126,634,407,29,0,0.0,0.0,0.0,0.0
Gonzalo Melero Manzanares,02-01-1994,Madrid,183 cm,77 kg,Centrocampista,Levante UD,1239,25,65.79,2,8.0,14,36.84,12,31.58,4,0,0,2,0,0,17,https://www.laliga.com/jugador/melero,3,9,74,14,13,7,0,87,107,31,39,13,8,1,11,5,2,0,0.0,0.08,1,0.08,0,3,29,32,0,1,8.0,0,194,124,70,556,440,17,2,0.15,0.0,0.15,0.0
Guido Rodríguez,12-04-1994,Sáenz Peña,185 cm,78 kg,Centrocampista,Real Betis,936,14,36.84,6,42.86,11,28.95,5,13.16,5,0,0,1,0,0,14,https://www.laliga.com/jugador/g-rodriguez,4,10,65,19,16,8,0,76,50,19,14,8,3,0,13,2,1,0,0.0,0.0,0,0.13,0,2,20,16,0,0,3.2,0,126,93,33,512,399,38,0,0.13,0.0,0.13,0.0
Héctor Herrera,19-04-1990,Tijuana,185 cm,80 kg,Centrocampista,Atlético de Madrid,1120,21,55.26,6,28.57,12,31.58,6,15.79,1,0,0,0,0,1,7,https://www.laliga.com/jugador/h-herrera,7,17,79,13,21,10,0,86,64,28,13,8,1,2,14,1,0,0,0.0,0.0,0,0.0,0,2,13,18,0,1,18.0,14,150,109,41,750,621,37,3,0.0,0.0,0.0,0.0
Héctor Júnior Firpo Adamés,22-08-1996,Santo Domingo,184 cm,78 kg,Defensa,FC Barcelona,1010,17,44.74,8,47.06,11,28.95,3,7.89,5,0,0,1,0,0,11,https://www.laliga.com/jugador/junior,3,17,36,9,15,8,0,59,61,14,12,1,1,1,9,8,1,0,0.0,1.0,0,0.0,0,2,16,35,0,4,7.0,0,120,94,26,740,645,12,0,1.0,0.0,1.0,0.0
Hernâni Jorge Santos Fortes,20-08-1991,Lisbon,180 cm,70 kg,Delantero,Levante UD,643,20,52.63,2,10.0,5,13.16,3,7.89,1,1,1,2,0,0,9,https://www.laliga.com/jugador/hernani,0,4,37,5,2,3,0,30,34,3,9,20,10,0,7,12,2,0,0.05,0.05,0,0.0,0,5,17,5,0,1,5.0,4,64,52,12,118,69,7,0,0.1,0.0,0.1,0.0
Hugo Guillamón,31-01-2000,L'Eliana,178 cm,62 kg,Defensa,Valencia CF,495,6,15.79,5,83.33,5,13.16,0,0.0,3,0,0,0,0,0,7,https://www.laliga.com/jugador/hugo-g,2,5,24,29,3,5,0,24,28,7,12,0,0,0,0,3,0,0,0.0,0.0,0,0.0,0,0,9,8,0,1,2.67,0,52,33,19,319,267,24,0,0.0,0.0,0.0,0.0
Hugo Mallo Novegil,22-06-1991,Marín,173 cm,69 kg,Defensa,RC Celta,1963,27,71.05,19,70.37,22,57.89,3,7.89,7,0,0,0,0,0,25,https://www.laliga.com/jugador/hugo-mallo,8,22,87,76,42,20,0,133,90,41,29,5,3,1,5,3,0,0,0.0,0.0,0,0.0,0,3,27,31,0,1,4.43,1,223,153,70,987,722,61,1,0.0,0.0,0.0,0.0
Iago Aspas Juncal,01-08-1987,Moaña,176 cm,67 kg,Delantero,RC Celta,3266,37,97.37,30,81.08,37,97.37,7,18.42,8,0,0,14,2,0,48,https://www.laliga.com/jugador/iago-aspas,1,22,108,5,19,10,0,176,199,30,59,65,40,3,52,43,12,2,0.18,0.02,5,0.02,1,20,66,25,0,4,3.13,5,375,286,89,1262,931,42,9,0.22,0.03,0.18,0.02
Iago Herrerín Buisán,25-01-1988,Bilbao,187 cm,88 kg,Portero,Athletic Club,424,5,13.16,4,80.0,4,10.53,0,0.0,0,0,0,0,0,0,9,https://www.laliga.com/jugador/i-herrerin,0,0,49,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2,0,2,141,34,42,0,0.0,0.0,0.0,0.0
Ibai Gómez Pérez,11-11-1989,Bilbao,177 cm,72 kg,Delantero,Athletic Club,690,17,44.74,2,11.76,6,15.79,4,10.53,0,0,0,0,0,0,7,https://www.laliga.com/jugador/ibai,0,3,33,3,3,2,0,20,36,1,6,10,4,0,11,4,0,0,0.0,0.0,0,0.0,0,5,3,3,0,0,0.0,47,56,49,7,214,165,4,0,0.0,0.0,0.0,0.0
Ibrahim Amadou,06-04-1993,Douala,183 cm,81 kg,Centrocampista,Sevilla FC,772,10,26.32,5,50.0,9,23.68,4,10.53,2,0,0,0,0,0,10,https://www.laliga.com/jugador/amadou,0,12,42,6,9,7,0,45,41,21,14,3,1,0,4,2,0,0,0.0,0.0,0,0.0,0,0,6,15,0,0,7.5,0,86,51,35,274,213,8,1,0.0,0.0,0.0,0.0
Iddrisu Baba Mohammed,22-01-1996,Accra,185 cm,73 kg,Centrocampista,RCD Mallorca,2912,36,94.74,21,58.33,35,92.11,14,36.84,6,0,0,0,0,1,55,https://www.laliga.com/jugador/baba-1,8,39,248,39,37,22,0,233,225,64,91,12,2,0,53,9,0,0,0.0,0.0,0,0.0,0,1,59,42,3,3,7.0,0,458,303,155,1271,967,61,2,0.0,0.0,0.0,0.0
Ignacio Peña,02-03-1999,Alicante,184 cm,78 kg,Portero,FC Barcelona,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/inaki-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ignacio Vidal Miralles,24-01-1995,Campello,180 cm,75 kg,Defensa,C.A. Osasuna,2332,30,78.95,23,76.67,26,68.42,3,7.89,5,0,0,0,0,0,33,https://www.laliga.com/jugador/nacho-vidal,6,44,129,51,29,16,0,153,102,47,45,16,3,0,25,11,0,0,0.0,0.0,0,0.0,0,0,37,26,1,1,5.2,0,255,163,92,961,593,79,2,0.0,0.0,0.0,0.0
Igor Zubeldia,30-03-1997,Azkoitia,180 cm,79 kg,Centrocampista,Real Sociedad,2638,33,86.84,26,78.79,29,76.32,3,7.89,9,0,0,0,0,0,39,https://www.laliga.com/jugador/zubeldia,21,26,181,78,21,21,0,149,159,67,78,8,1,1,19,5,0,0,0.0,0.0,0,0.0,0,0,23,51,2,2,5.67,0,308,163,145,1692,1396,82,1,0.0,0.0,0.0,0.0
Iker Muniain Goñi,19-12-1992,Pamplona,170 cm,65 kg,Delantero,Athletic Club,2393,31,81.58,13,41.94,26,68.42,13,34.21,4,1,0,5,0,0,29,https://www.laliga.com/jugador/muniain,0,12,117,6,19,7,0,149,150,13,23,23,13,2,56,38,4,1,0.0,0.17,0,0.04,0,2,55,28,0,2,7.0,33,299,263,36,1013,837,40,3,0.22,0.04,0.17,0.0
Iñaki Álvarez,18-06-1997,Pamplona,- cm,- kg,Portero,C.A. Osasuna,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/inaki-alvarez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Iñaki Williams Arthuer,15-06-1994,Bilbao,186 cm,78 kg,Delantero,Athletic Club,2957,38,100.0,11,28.95,34,89.47,23,60.53,3,0,0,6,1,0,30,https://www.laliga.com/jugador/williams,2,5,82,29,5,10,0,172,197,65,75,38,23,1,47,40,6,0,0.03,0.13,1,0.0,0,29,47,30,0,4,10.0,0,369,229,140,647,468,14,1,0.16,0.0,0.16,0.0
Iñigo Córdoba Kerejeta,13-03-1997,Bilbao,180 cm,76 kg,Delantero,Athletic Club,1448,24,63.16,4,16.67,21,55.26,17,44.74,4,0,0,1,0,0,14,https://www.laliga.com/jugador/cordoba,2,16,86,5,20,13,0,77,115,17,19,21,7,4,13,15,1,0,0.0,0.05,0,0.0,0,4,14,28,0,2,7.0,0,192,156,36,418,300,4,2,0.05,0.0,0.05,0.0
Iñigo Lekue,04-05-1993,Bilbao,180 cm,70 kg,Defensa,Athletic Club,617,14,36.84,4,28.57,6,15.79,2,5.26,0,0,0,0,0,0,13,https://www.laliga.com/jugador/i-lekue,0,3,31,10,12,10,0,45,60,8,12,1,0,1,13,26,0,0,0.0,0.0,0,0.0,0,1,2,13,1,2,0.0,7,105,85,20,200,145,8,0,0.0,0.0,0.0,0.0
Iñigo Martínez Berridi,17-05-1991,Bilbao,182 cm,76 kg,Defensa,Athletic Club,2970,33,86.84,33,100.0,33,86.84,0,0.0,10,0,0,1,0,1,32,https://www.laliga.com/jugador/i-martinez,13,39,210,136,30,18,1,203,112,119,60,22,4,1,7,5,1,0,0.05,0.0,0,0.0,0,3,36,30,1,1,3.0,0,315,136,179,1510,985,192,0,0.05,0.0,0.05,0.0
Iñigo Pérez Soto,18-01-1988,Pamplona,178 cm,74 kg,Centrocampista,C.A. Osasuna,1073,22,57.89,8,36.36,11,28.95,3,7.89,4,0,0,2,0,0,23,https://www.laliga.com/jugador/inigo-perez,1,12,63,5,11,4,0,40,46,7,12,13,7,1,7,0,1,1,0.15,0.0,0,0.0,0,1,12,18,0,7,4.5,21,86,67,19,520,374,25,2,0.15,0.08,0.08,0.0
Ismael Gutiérrez,07-08-2000,Los Palacios,176 cm,74 kg,Centrocampista,Deportivo Alavés,84,3,7.89,0,0.0,1,2.63,1,2.63,1,0,0,0,0,0,1,https://www.laliga.com/jugador/ismael-1,1,2,4,1,1,1,0,3,8,0,3,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0,0,1,1,0,0,1.0,0,11,8,3,31,24,1,0,0.0,0.0,0.0,0.0
Iván Cuéllar Sacristán,27-05-1984,Mérida,187 cm,76 kg,Portero,CD Leganés,2429,27,71.05,27,100.0,27,71.05,0,0.0,2,1,1,0,0,0,33,https://www.laliga.com/jugador/cuellar,0,0,269,45,0,0,0,13,2,12,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,6,0,0,0,0.0,0,15,3,12,715,85,229,0,0.0,0.0,0.0,0.0
Iván Martín,14-02-1999,Bilbao,178 cm,- kg,Centrocampista,Villarreal CF,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/ivan-martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ivan Rakitić,10-03-1988,Rheinfelden,184 cm,78 kg,Centrocampista,FC Barcelona,1584,31,81.58,6,19.35,16,42.11,10,26.32,5,0,0,1,0,0,15,https://www.laliga.com/jugador/i-rakitic,6,15,106,16,14,13,0,92,82,18,20,20,7,3,10,7,1,0,0.0,0.05,0,0.0,0,1,38,20,0,0,4.0,31,174,136,38,1452,1253,54,1,0.05,0.0,0.05,0.0
Ivan Saponjic,02-08-1997,Nova Varoš,190 cm,86 kg,Delantero,Atlético de Madrid,4,2,5.26,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/saponjic,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0,1,0,1,0,0,0.0,0,2,1,1,1,0,0,0,0.0,0.0,0.0,0.0
Iván Villar,09-07-1997,Aldán,183 cm,76 kg,Portero,RC Celta,279,4,10.53,3,75.0,3,7.89,0,0.0,0,0,0,0,0,0,5,https://www.laliga.com/jugador/ivan-villar,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,78,35,16,0,0.0,0.0,0.0,0.0
Jacobo González Rodrigáñez,25-03-1997,Madrid,176 cm,66 kg,Centrocampista,RC Celta,83,2,5.26,0,0.0,1,2.63,1,2.63,1,0,0,0,0,0,2,https://www.laliga.com/jugador/jacobo-2,0,0,8,2,3,0,0,5,3,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,1,1,0,0,1.0,1,8,8,0,30,21,0,0,0.0,0.0,0.0,0.0
Jaime Mata Arnaiz,24-10-1988,Madrid,185 cm,79 kg,Delantero,Getafe CF,2757,34,89.47,18,52.94,33,86.84,15,39.47,14,0,0,11,1,0,23,https://www.laliga.com/jugador/mata,1,7,94,15,13,8,0,190,293,105,141,49,25,3,14,18,11,0,0.0,0.18,3,0.04,0,38,53,85,0,12,6.07,0,483,237,246,704,456,11,2,0.22,0.0,0.22,0.0
Jan Oblak,07-01-1993,Skojfa Loka,188 cm,87 kg,Portero,Atlético de Madrid,3396,38,100.0,37,97.37,38,100.0,1,2.63,0,0,0,0,0,0,27,https://www.laliga.com/jugador/oblak,0,1,261,12,0,0,0,9,1,2,1,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0,0,7,0,0,0,0.0,0,10,7,3,840,201,260,0,0.0,0.0,0.0,0.0
Jasper Cillessen,22-04-1989,Groesbeek,185 cm,83 kg,Portero,Valencia CF,2097,24,63.16,23,95.83,24,63.16,1,2.63,1,0,0,0,0,0,30,https://www.laliga.com/jugador/cillessen,0,3,219,14,0,0,0,9,1,7,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0,0,2,0,0,0,0.0,0,10,3,7,621,219,134,0,0.0,0.0,0.0,0.0
Jaume Domenech Sánchez,05-11-1990,Almenara,185 cm,73 kg,Portero,Valencia CF,1323,15,39.47,14,93.33,14,36.84,0,0.0,1,0,0,0,0,0,23,https://www.laliga.com/jugador/domenech,0,1,122,8,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,4,2,2,393,130,107,0,0.0,0.0,0.0,0.0
Jaume Vicent Costa Jordá,18-03-1988,Valencia,171 cm,62 kg,Defensa,Valencia CF,1388,19,50.0,11,57.89,15,39.47,4,10.53,3,1,0,0,0,0,17,https://www.laliga.com/jugador/j-costa,6,24,60,39,23,4,0,75,65,19,24,3,2,1,12,4,0,0,0.0,0.0,0,0.0,0,2,20,20,0,1,6.67,0,140,97,43,688,550,23,1,0.0,0.0,0.0,0.0
Javi Sánchez,14-03-1997,Getafe,186 cm,71 kg,Defensa,Real Valladolid CF,496,8,21.05,4,50.0,6,15.79,2,5.26,1,0,0,0,0,0,7,https://www.laliga.com/jugador/javi-sanchez-1,2,4,23,22,4,1,0,20,25,10,18,2,0,1,2,1,0,0,0.0,0.0,0,0.0,0,0,3,7,1,1,7.0,0,45,17,28,191,137,18,0,0.0,0.0,0.0,0.0
Javier Avilés,17-08-1997,Madrid,181 cm,75 kg,Centrocampista,CD Leganés,179,9,23.68,0,0.0,1,2.63,1,2.63,1,0,0,1,0,0,3,https://www.laliga.com/jugador/j-aviles,0,3,12,1,7,2,0,17,20,2,4,5,2,1,4,4,0,1,0.0,0.2,0,0.0,0,2,2,5,0,0,5.0,0,37,31,6,52,40,1,0,0.2,0.2,0.0,0.0
Javier Díaz,15-05-1997,Mairena del Aljarafe,184 cm,75 kg,Portero,Sevilla FC,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/javi-diaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Javier Eraso Goñi,22-03-1990,Pamplona,180 cm,71 kg,Centrocampista,CD Leganés,815,20,52.63,1,5.0,11,28.95,10,26.32,3,0,0,0,0,0,11,https://www.laliga.com/jugador/eraso,0,7,40,3,5,6,0,39,77,12,28,8,3,0,1,7,0,0,0.0,0.0,0,0.0,0,3,15,18,0,2,6.0,17,116,76,40,246,191,6,0,0.0,0.0,0.0,0.0
Javier Jiménez García,11-03-1997,Aldaya,182 cm,74 kg,Defensa,Valencia CF,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,https://www.laliga.com/jugador/javi-jimenez-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Javier Lopez carballo,25-03-2002,Santa Cruz de Tenerife,184 cm,- kg,Defensa,Deportivo Alavés,90,1,2.63,1,100.0,1,2.63,0,0.0,0,0,0,0,0,0,6,https://www.laliga.com/jugador/j-lopez,1,1,1,5,5,1,0,8,3,0,0,0,0,0,2,1,0,0,0.0,0.0,0,0.0,0,0,0,1,1,0,0.0,0,11,11,0,17,14,0,0,0.0,0.0,0.0,0.0
